Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2023-11-08 00:00:00,149.02,165.7939493687905,0.0,0.013933333333333336,0.0,2.7552758979034984,2.7552758979034984
2023-11-08 00:03:00,149.01999999999933,161.58202232204695,0.0,0.013933333333333336,0.0,2.7552758979034135,2.7552758979034135
2023-11-08 00:06:00,149.0200000002988,159.23937324662245,0.0,0.013933333333333336,0.0,2.755275897942923,2.755275897942923
2023-11-08 00:09:00,149.02000000371407,157.47270951030134,0.0,0.013933333333333336,0.0,2.755275898393481,2.755275898393481
2023-11-08 00:12:00,149.02000002022487,156.1089502355738,0.0,0.013933333333333336,0.0,2.755275900571683,2.755275900571683
